"X","Y"
1672589.37582874,-3810258.5194772
1772590.65082512,-3682638.06592033
1824592.48895768,-3471506.34451057
1720104.7494823,-3724869.04042151
1824440.00126207,-3472294.67887032
1672631.97595112,-3810251.88713
1539120.17158199,-3943168.79924339
1823345.83285831,-3471965.03590732
1825124.41605264,-3472277.82691534
1824522.50660343,-3471786.51159122
1775516.70002208,-3682026.97689564
1798612.40965596,-3490769.88931589
1773814.36789806,-3681829.52027514
1783345.15449679,-3546722.90088237
1824615.38062751,-3471241.68943558
1823225.73152062,-3471886.67611581
1823352.83615177,-3471971.87261363
1670546.49969604,-3809395.54205841
1824460.62022099,-3472316.46169646
1824952.25567293,-3472482.91557472
1824463.09489365,-3472302.2076354
1775162.80508142,-3683779.74084282
1825033.27022934,-3472463.7361058
1537084.35806182,-3944404.37787625
1824632.01865695,-3471265.41195151
1823526.5069017,-3472076.61661399
1824462.42894446,-3472304.655333
1538752.14493364,-3944232.64169159
1774993.41179661,-3683425.08968672
1824836.42753198,-3472425.47918638
1824464.23044019,-3472320.11878704
1865354.96753583,-3410500.74986572
1823439.68995065,-3472536.56850253
1438981.97039267,-3650452.61689456
1824629.61256371,-3471281.11753066
1775278.05714663,-3683376.07670356
1774828.26123176,-3683456.02236706
1824533.04757478,-3471839.89664765
1824443.93597224,-3472299.38337984
1823241.19981961,-3471883.83396057
1824507.12397202,-3471805.88297652
1773998.90117149,-3681321.60921205
1823506.30457296,-3472684.23058125
1798611.93657078,-3490769.81775564
1824450.40883174,-3472077.3301845
1824619.25381764,-3471250.59703616
1824488.94710084,-3471866.28681057
1824633.10989695,-3471278.54934003
1824499.03264422,-3471868.82958884
1824535.68005695,-3471836.64166074
1824534.75672839,-3471828.74021858
1824615.1551955,-3471277.35068141
1824523.02063432,-3471844.5685258
1539074.72275548,-3943056.86293874
1798735.25580609,-3490796.56379346
1823334.46555421,-3471958.19621003
1539096.36164288,-3942948.38444967
1867722.40080106,-3387204.84868206
1824624.80477109,-3471193.4695197
1823343.03487475,-3471964.94010072
1824591.59665752,-3471553.32192014
1824948.28470417,-3472485.41108443
1824946.6251858,-3472511.43017678
1579031.42897532,-3842426.97111352
1884461.1881903,-3396297.90966789
1539133.87440811,-3943247.39126067
1799605.27246209,-3492650.56624508
1773614.81921866,-3682939.04343926
1539135.1191951,-3943247.7815425
1823501.37467984,-3472681.59113679
1509385.53165614,-3985665.31520086
1773888.15284495,-3685147.7902157
1773135.30912193,-3678159.43901324
1799168.40760105,-3488143.73262803
1537014.30847646,-3947462.57335774
1774309.80166538,-3680311.42259932
1773814.36789806,-3681829.52027514
1824439.98686974,-3472296.67209814
1799638.85843813,-3492614.08176106
1775317.8338594,-3682893.08371328
1773814.36789806,-3681829.52027514
1758716.27578998,-3678908.33352356
1539052.77724142,-3943081.53488069
1824493.50773897,-3471867.53976611
1823587.25139663,-3472108.08903472
1783177.52238855,-3546555.1411193
1824504.18250243,-3471821.28489495
1686951.29620707,-3750141.22294736
1824482.06597271,-3471877.64863366
1769110.8414344,-3682939.46924706
1824630.50571313,-3471282.25206967
1799161.08647036,-3488168.45164951
1773609.37330947,-3684605.92559607
1769492.24468247,-3684172.781821
1799144.78426907,-3488173.19035551
1539008.90226937,-3943006.79239445
1824979.98098004,-3472451.35709045
1798601.71955993,-3490756.74434436
1824632.09426814,-3471268.08409099
1535834.0646041,-3952614.86257754
1536865.84069878,-3947583.75950777
1775436.88590214,-3683434.50925854
1823242.3915012,-3471883.01869772
1824537.19821593,-3471814.70284516
1823304.96714447,-3471963.98961337
1536451.60263517,-3949614.86430402
1774061.88946051,-3684096.4213131
1535913.38016434,-3952542.74282133
1771775.27931934,-3679689.9941643
1536207.92532366,-3952069.28241503
1775209.55313917,-3684135.55877824
1773420.34059166,-3681445.85537907
1824503.99778719,-3471849.08169177
1824423.04285685,-3472043.87161131
1696203.98072552,-3774110.88388741
1824496.78182613,-3471869.59334138
1824979.25607482,-3472451.02428639
1824495.10698524,-3471867.23047951
1548933.56678103,-3934072.44970251
1646588.598816,-3789784.16861286
1775418.64976591,-3684707.77057942
1799156.86951257,-3488168.81131722
1536796.1669744,-3947601.13048236
1824497.5738838,-3471860.6244098
1773814.36789806,-3681829.52027514
1824124.65488112,-3471350.76389582
1824620.73299766,-3471209.91761826
1824482.63903718,-3472315.17896582
1774800.26882125,-3684938.32120934
1771172.53096858,-3681573.2530315
1775430.67341119,-3683384.46318784
1824450.33714111,-3472301.91602757
1798735.47870688,-3490790.61182961
1509411.01473487,-3973683.52407417
1741927.47787233,-3719644.95754225
1536861.52099423,-3947620.72055196
1799258.33571354,-3490651.57195082
1655221.59030119,-3777984.56087096
1775459.40095956,-3683271.73115855
1824831.85370563,-3472436.97271203
1823210.05148347,-3471845.91971994
1774304.34867397,-3679898.24376213
1824500.3225072,-3471856.61121013
1824496.00930699,-3471871.47041993
1507268.48798463,-3973001.40540676
1783050.6894143,-3546842.10326488
1774834.33444245,-3683491.93796799
1773699.73028368,-3685470.49544872
1783054.69745445,-3546841.70907435
1824593.95993507,-3471510.67156215
1824499.98031858,-3471868.97476927
1823614.19410579,-3472189.92479264
1774667.27618847,-3683732.54840648
1824503.52431489,-3471844.57487891
1823485.45765959,-3472658.8671295
1824478.63797082,-3472310.90770422
1808512.81881471,-3564768.40089431
1781675.08880006,-3662453.42095032
1823787.06970238,-3472442.32360415
1824533.65232827,-3471832.783591
1783015.06608692,-3546819.65821207
1638959.78187613,-3478247.84531773
1824509.01396905,-3472321.54766529
1824485.67148141,-3472315.6435393
1773954.56040136,-3684075.81123785
1824976.73067623,-3472450.41556725
1773718.6444519,-3683195.740421
1775199.78078905,-3684043.08966229
1721869.71537059,-3728960.21790488
1774344.21548258,-3684580.39590882
1824443.31280964,-3472300.28562938
1884592.52350297,-3395650.95778306
1719827.49565228,-3728016.63599528
1721488.98304488,-3728583.40663954
1668405.66781332,-3780389.09785404
1438496.86554329,-3650169.66285528
1773977.81698548,-3680713.76384884
1824480.45894296,-3471857.11562168
1872440.89840443,-3382834.79905637
1775066.70511718,-3683405.21620628
1824407.47362746,-3472060.66480655
1775509.73556038,-3683317.80890327
1824633.70539579,-3471268.33091577
1823353.40488402,-3471994.13081998
1824959.21347761,-3472484.97953196
1823775.32863436,-3472439.19525455
1823456.31385306,-3472066.3124642
1824493.12609041,-3471870.03100946
1823501.43859281,-3472683.70719896
1824494.98455292,-3471857.89973798
1824594.80621752,-3471505.14752038
1824467.11955783,-3472307.59107972
1824536.71775845,-3471751.99507125
1823490.25477932,-3472666.80735033
1824535.58787449,-3471834.07782769
1537066.91178464,-3947421.29736336
1823633.84999331,-3472224.97210279
1824632.29048075,-3471273.76783219
1824955.53010847,-3472480.53504393
1874026.05085057,-3137320.90036212
1775011.32417729,-3244233.53718337
1890412.78203892,-3236162.23980873
1880351.73880257,-3394918.63143301
1857383.78618384,-3349016.01117059
1774486.54931982,-3648303.18814515
1770231.69188948,-3649400.75160629
1767904.9151538,-3664587.36429404
1767783.20383759,-3664590.76666091
1770259.76379212,-3683636.49363884
1544089.8083472,-3940955.74724419
1761667.80778185,-3684626.32884709
1770437.77842165,-3647721.66460825
1761464.95582296,-3658805.91547186
1770690.25523927,-3647629.97037912
1774049.75037698,-3650152.15026645
1774500.39834225,-3648468.61345806
1765276.70173651,-3671053.05173219
1770327.15397146,-3683663.68860406
1766069.15385754,-3679722.26440493
1765619.38199894,-3675449.55320758
1765859.28748704,-3674770.46426619
1886951.55881181,-3350131.78442432
1765483.29567399,-3671013.34001138
1762908.16021888,-3651444.87082745
1770078.34920034,-3649538.71991723
1649892.92813651,-3790960.18837689
1767626.8931252,-3663046.56391438
1774016.57563245,-3650375.3131093
1759489.40276881,-3657148.76569113
1765519.85480309,-3675287.04383831
1763081.01051528,-3651329.95898241
1770546.15231034,-3648045.12160627
1761378.28623187,-3658841.8592033
1769103.76192977,-3658200.66633962
1763753.20295197,-3657431.45757983
1540235.31157934,-3943115.17146938
1760670.39366635,-3672196.67564006
1762984.29448799,-3681938.19708975
1765693.57149728,-3681187.44657593
1767848.47629282,-3662361.6117397
1773508.11069561,-3650294.65690768
1759763.76818053,-3657557.34547882
1761736.23148794,-3658788.1653587
1774509.26994271,-3648193.37005643
1671623.18637832,-3813192.15862572
1767798.51722749,-3661919.54314659
1765802.380461,-3670609.98943195
1853515.96188339,-3413648.1187967
833335.690450969,-4394184.80364486
395986.284534008,-3998115.35940933
1871188.25490636,-3342725.17104759
833575.298205811,-4397781.27277835
1858380.86120748,-3423136.64542558
1805929.50548512,-3366381.83216316
1547554.61605452,-3933468.96155851
1844856.67670469,-3415145.10653422
1810534.40081881,-3560491.39173547
1211668.92565191,-4331041.8117139
1886241.70475241,-3357992.986714
833047.08361032,-4398061.82952995
1829354.65002522,-3361348.79607361
1857187.40823436,-3403327.66976494
1799881.24199807,-3489382.87487836
1855126.82508767,-3410583.70139618
1855790.9114813,-3403255.86003787
1773965.14114236,-3679943.57002436
1864264.90785054,-3381530.60415948
1838921.97165513,-3412227.86536537
1850329.76320659,-3418464.68238431
1855694.63384764,-3405828.49984296
1854125.92867653,-3417504.67838347
1854659.40743836,-3408503.19432745
1826537.86433843,-3378981.12745515
1838921.97165513,-3412227.86536537
1855055.44448082,-3406310.00256284
1866576.14953627,-3403231.45640865
1864177.39716361,-3407182.6154125
1855107.73783488,-3407011.68676695
1854489.55741917,-3402693.90146219
1861306.41849714,-3389963.10118064
1880434.32767892,-3388425.93345446
1856033.05438843,-3403273.53956832
1780343.51866696,-3399903.6991307
1855323.13019629,-3388058.06562758
1872518.24378419,-3345126.10849694
1849590.51776494,-3226267.43949124
1823494.06371968,-3472686.90134458
1885673.23618683,-3361958.86750341
1856929.87464486,-3408416.76618629
1885825.69950772,-3361048.89666846
1849504.32752253,-3424716.53411871
1854465.19653972,-3416159.79242058
1871661.41234467,-3380023.63638407
1849504.32752253,-3424716.53411871
1885947.03077865,-3360779.65282334
1852689.55407749,-3403002.85397641
1886632.66951196,-3360469.39698637
1881370.21490081,-3343386.75663066
1853500.84874817,-3416882.33492914
1885952.7947889,-3360750.41029397
1850801.44186271,-3403230.06667276
1849676.32277281,-3408667.05752005
1885861.43893854,-3359420.37418618
1852208.4554815,-3403291.62481114
1849504.32752253,-3424716.53411871
1853500.84874817,-3416882.33492914
1605780.65856275,-3478376.25626702
1855520.35655353,-3403540.66985509
1853500.84874817,-3416882.33492914
1862364.3697268,-3407790.66731695
1837635.19478946,-3383096.44031567
1432593.45910726,-3866430.82945136
1852666.48294507,-3407329.62800074
1885925.09680159,-3359709.99216175
1849140.90241915,-3426376.47730377
1856742.94494269,-3408813.7162985
1820089.04204673,-3437615.99463396
1747050.55664383,-3724669.71697076
1856929.87464486,-3408416.76618629
1858409.60632207,-3423280.89563108
1852208.4554815,-3403291.62481114
1854429.25980464,-3387130.60419284
1867366.59949049,-3383278.52665116
1846528.65157488,-3402200.62230724
1885803.42579921,-3360920.38148652
1863924.40420972,-3356280.3224863
1849504.32752253,-3424716.53411871
1852666.48294507,-3407329.62800074
1852563.3331071,-3407469.16163462
1851786.01178628,-3407696.03627037
1856929.87464486,-3408416.76618629
1823935.45209828,-3419554.41025482
1856647.10672161,-3407232.75984343
1854099.86128718,-3405393.85431722
1856929.87464486,-3408416.76618629
1886213.432307,-3357898.88803727
1856929.87464486,-3408416.76618629
1885775.90173626,-3360997.748103
1886229.55815416,-3360415.66909638
1773871.87110548,-3420721.89432669
1821068.71257179,-3421375.19945168
1854099.86128718,-3405393.85431722
1856929.87464486,-3408416.76618629
1853500.84874817,-3416882.33492914
1846528.65157488,-3402200.62230724
1820125.89196369,-3437543.92826449
1886589.78433553,-3360428.52935192
1853758.01275545,-3403585.75578944
1820179.27790428,-3437907.67261856
1858009.62894938,-3403319.52431559
1820152.90274878,-3437922.49185135
1853500.84874817,-3416882.33492914
1853441.38240459,-3410328.17022211
1857221.79773128,-3402488.91390643
1856879.82977558,-3382363.38134262
1864589.61905456,-3410188.9738968
1856929.87464486,-3408416.76618629
1853500.84874817,-3416882.33492914
1844536.63498686,-3401297.66857732
1877024.20018466,-3391632.77328518
1867454.75513047,-3374341.67287941
1820153.21146482,-3437897.49443588
1856929.87464486,-3408416.76618629
1885803.42579921,-3360920.38148652
1852473.94502268,-3403145.60857824
1831051.18068376,-3357055.38593887
1821068.48693072,-3421378.59993763
1849504.32752253,-3424716.53411871
1853500.84874817,-3416882.33492914
1860426.93128492,-3400530.973653
1853503.56167047,-3403697.54580032
1849504.32752253,-3424716.53411871
1855520.35655353,-3403540.66985509
1864589.61905456,-3410188.9738968
1853500.84874817,-3416882.33492914
1812049.65121898,-3414114.25726222
1885978.13615389,-3360768.79462705
1812049.65121898,-3414114.25726222
1835516.44947814,-3359861.47669421
1831264.46777362,-3349045.93113045
1852689.55407749,-3403002.85397641
1886191.45134837,-3357820.29552996
1886254.13685262,-3358052.45908626
1835516.44947814,-3359861.47669421
1856742.94494269,-3408813.7162985
1877390.42795848,-3391590.46087117
1820019.36793822,-3437816.03826288
1853500.84874817,-3416882.33492914
1876157.42322669,-3385784.02241909
1866150.69211733,-3346988.12423045
1771824.89531152,-3680748.02311832
1852803.74312055,-3380128.3860183
1857429.15781767,-3384430.98623567
1857646.74220203,-3402655.44009406
1886012.98062308,-3360680.38512073
1854125.77555062,-3402714.83423661
1837635.19478946,-3383096.44031567
1856879.82977558,-3382363.38134262
1852666.48294507,-3407329.62800074
1852544.33249463,-3407428.65096299
1852507.96433579,-3402501.54793686
1820082.01666098,-3437909.69453608
1878942.22391811,-3379032.35576979
1835481.5468668,-3359814.38835721
1852816.71539366,-3402714.53956724
1880189.18747154,-3394898.89710753
1775656.62292952,-3682503.13238448
1852666.48294507,-3407329.62800074
1823651.66298009,-3419622.60947693
1881308.79867231,-3390639.98130998
1819816.43894479,-3437695.91019393
1846229.29326291,-3402570.15315235
1871507.01901476,-3377997.98258847
1849140.90241915,-3426376.47730377
1819684.8878057,-3437904.47936928
1863383.40618358,-3425854.72855347
1856842.50047067,-3402873.54492013
1857604.48729767,-3402579.83955861
1857599.34568132,-3402431.08283123
1853441.38240459,-3410328.17022211
1821080.45795601,-3421691.99662667
1852666.48294507,-3407329.62800074
1880416.41868657,-3390657.52269381
1846752.08690449,-3384563.23365212
1856929.87464486,-3408416.76618629
1879555.11956285,-3349932.09100168
1748398.90764218,-3124262.21017576
1752159.8167689,-3131438.58697934
1650107.45886822,-3790416.28412156
1886574.37577098,-3390260.72796759
1674888.22065556,-3807611.8189134
1886858.37375848,-3390285.90184962
1552132.72248747,-3945759.62985342
1886572.62575545,-3390249.47765313
1674720.94512539,-3807715.17773398
1536077.14745219,-3952868.68428633
1522372.58973701,-3874686.28963672
672507.05903483,-4321732.39033921
670353.842657464,-4334362.90648754
1827359.60922957,-3326959.51709171
1651983.90028394,-3776072.61488386
1762265.63989117,-3656555.44522195
1637107.2094867,-3796984.74157995
1761850.5347574,-3657705.76481221
1643686.60430231,-3798516.72505424
1753348.2143634,-3690252.31133783
1656022.32081785,-3782495.92759912
1642518.00186709,-3803079.87592144
1670174.1904459,-3809334.7947235
1753425.61034669,-3690284.24634587
1670473.21379573,-3777682.06245169
1752808.54341968,-3690004.54899173
1655289.55116004,-3777518.04919753
1631590.00659211,-3793856.93278175
1631630.27000112,-3793864.8249809
1667003.59386234,-3719284.66113016
1675168.88614004,-3729065.63838337
1675465.59370637,-3806453.22123305
1652280.8360555,-3790884.07268355
1753932.64666816,-3257424.58532042
1318282.89483376,-4178908.75916697
1486777.851507,-3808008.90803764
1533800.5729792,-3883646.05408675
1533788.203127,-3883643.84775598
1637185.79719481,-3798716.9739415
1533513.76129302,-3878025.23573446
1671627.3311015,-3813192.09019935
1318282.89483376,-4178908.75916697
1533799.23702948,-3883631.63716418
1533798.38305878,-3883656.88594433
1744992.24562807,-3123166.08855199
1752160.03372009,-3131437.0701974
1865026.45666835,-3256909.17487277
1749901.58865453,-3120412.12911272
1885902.5529454,-3360752.05954409
1885901.68593178,-3360745.71681736
432218.458569016,-3922699.28586944
1770318.6407508,-3094622.80441507
