"X","Y"
1856258.12414211,-3403325.81700973
1852342.85028185,-3375812.91741475
1856669.51961543,-3432221.91722629
1855520.35655353,-3403540.66985509
1861012.4857814,-3409748.5232302
1853500.84874817,-3416882.33492914
1851608.47600809,-3422021.85532891
1863333.30145579,-3425982.39012457
1854662.98528547,-3403068.41807254
1846229.29326291,-3402570.15315235
1853500.84874817,-3416882.33492914
1868495.64879723,-3395158.58110618
1865213.91076064,-3410430.44094523
1879106.74467948,-3379290.20998125
1815815.7798438,-3421259.48891851
1815826.50257791,-3421321.61076029
1851608.47600809,-3422021.85532891
1868469.30305918,-3395151.4815399
1815816.70302759,-3421310.48382146
1849682.41624887,-3408608.04191805
1868286.93388758,-3395125.60374397
1852182.21025189,-3372039.32885483
1874616.04168042,-3385924.11040081
1855439.93556397,-3405770.6374665
1823983.22426624,-3472664.25879809
1866759.88427987,-3409229.82492698
1861012.4857814,-3409748.5232302
1846229.29326291,-3402570.15315235
1874983.09084852,-3391916.95843571
1823983.22426624,-3472664.25879809
1851608.47600809,-3422021.85532891
962982.968872862,-4229475.66108727
426502.166733253,-3942056.97489109
426502.166733253,-3942056.97489109
426502.166733253,-3942056.97489109
426502.166733253,-3942056.97489109
426502.166733253,-3942056.97489109
426502.166733253,-3942056.97489109
426502.166733253,-3942056.97489109
1739178.64978214,-3250368.40190926
875508.025351198,-4266464.83405431
875508.025351198,-4266464.83405431
876656.980226158,-4265068.37511811
1763373.36725611,-3683292.10955564
1653210.09017011,-3760381.39652586
1762767.38017257,-3659709.78314745
1761443.56778479,-3658849.22551555
1763838.56527673,-3659034.46460624
1763300.22435064,-3683193.77644506
1676861.71274256,-3810286.61573586
1676822.7033442,-3810044.61269693
1761435.82922235,-3658834.07224873
1761440.38425698,-3658843.75056052
1749874.20678818,-3132307.76080818
1747842.70858189,-3139025.90609442
1479194.84216495,-3899557.23947971
1475156.69899186,-3899000.36124983
1479462.75969591,-3899695.97701276
1476097.31129447,-3899915.37119699
1477043.67801449,-3896917.88674628
1474937.29928701,-3898866.07292361
1477701.21383894,-3899111.54863542
1479434.61427904,-3899874.76162483
1475107.23801317,-3898713.7324924
1475719.34361435,-3898795.16285872
1475006.81464457,-3899204.10363304
1475481.97274243,-3898640.98227818
1475386.46960931,-3898461.88159818
1475311.03769425,-3898435.95196236
1475327.29016463,-3897815.66123728
1479226.98818666,-3899640.79603062
1479283.17881915,-3899603.32257913
1479453.96022919,-3899752.0134523
1474988.98145916,-3898998.05674984
1477850.65541608,-3898725.4859311
1479131.25978114,-3899609.55511794
1479149.10820647,-3899579.15410206
1475739.66059384,-3898851.71595377
1479518.30513807,-3899803.3493479
1475384.25403618,-3897843.66620514
1477259.48856801,-3898408.95624112
1474990.19913426,-3899131.01040004
1479239.7798298,-3899738.32078811
1475481.97274243,-3898640.98227818
1475301.60518525,-3898438.52154859
1477292.91210541,-3898401.13305558
1475273.28700982,-3898688.57505118
1475261.68040273,-3898225.85763541
1475694.88954807,-3898841.62445626
1475168.85016735,-3898731.54614111
1768975.24634477,-3661317.65132525
1475694.88954807,-3898841.62445626
1475031.09136259,-3898730.97705683
1767623.8044749,-3135595.21130217
424396.454814627,-3941713.29631156
428545.173715856,-3934136.51640345
428545.173715856,-3934136.51640345
1833162.24704976,-3257959.39164975
1833162.24704976,-3257959.39164975
1833162.24704976,-3257959.39164975
1833162.24704976,-3257959.39164975
1874967.12635456,-3340326.25670036
1614078.95864799,-3146452.75706084
1860249.01674706,-3132226.06717394
1790347.94367462,-3242123.50714641
1860755.97482314,-3132236.64774342
1873216.08848351,-3343391.89539555
919957.022480674,-4264836.54098162
1082142.11296044,-4395547.25775663
982717.365208409,-4360656.13284011
1082603.2712742,-4395525.18735109
1093975.26441205,-4403831.54518224
1083096.75841394,-4352301.78290936
1097414.87118358,-4395363.32159496
1073680.42744838,-4388204.00512068
911665.463091821,-4242613.41650621
1058756.51651759,-4365622.0616713
1093098.27375216,-4403867.98780748
1059594.9025074,-4366287.04067422
981050.278527462,-4336236.13600992
970882.661671213,-4364167.06204944
1200454.93563501,-4299885.03113065
1073034.42834523,-4388579.58330522
855703.742738733,-4367733.84088512
1087514.17796507,-4396831.60839642
1084195.47196893,-4395490.93910708
1064327.98429136,-4390859.96839416
1096290.11917215,-4403443.44904247
1185084.89291673,-4350865.82454112
1066179.73800524,-4399791.87494238
1058757.79065019,-4365700.84768513
1092769.6665942,-4403801.50667536
908710.995549967,-4229815.85115533
1097356.53424535,-4395593.78297902
1069153.02388341,-4382634.58991528
1853783.77564332,-3261055.72447525
1870330.55263596,-3145219.12618831
885891.338717631,-4316034.07071439
1873294.72353373,-3343372.66344582
1876634.52652602,-3304815.82907556
1870216.98019767,-3262542.80281999
1855393.4201297,-3257430.97699987
1652949.6056294,-3788997.41074595
1852650.83302491,-3261191.76134687
1852831.66800867,-3260404.55416359
1852291.99039617,-3261315.63023709
1855194.2886293,-3257760.59852727
1852681.75986637,-3261788.1113032
1852178.10183413,-3261773.46948841
423599.981377037,-3948274.07001366
1852128.42083189,-3261804.07825136
1852998.13829418,-3261940.01090326
1852261.68711381,-3260322.97622757
423845.910819811,-3948255.61423817
1853621.53728124,-3261380.8172024
1871069.07086561,-3342681.49486171
423805.200688612,-3948272.48522598
1852666.30931616,-3260427.99868884
1852010.07432827,-3260289.51185093
423841.592439502,-3947774.91679719
1852840.5442066,-3260405.24662475
1066269.90554756,-4399774.41309842
1066252.5827163,-4399798.3849314
1855433.06586453,-3257809.31965132
423915.13089726,-3948152.88258051
423838.390048967,-3947782.65936618
1871046.3857075,-3342610.93450492
1871145.4371351,-3342666.10692965
1850645.29969844,-3261638.08623448
423808.388814278,-3948297.0733212
1852133.56804768,-3261800.10355259
1876561.66857363,-3305538.00745817
424018.961405126,-3948131.48791086
1871153.60936287,-3342613.52774352
802725.24836639,-4372562.35832091
1851908.45526976,-3261209.74084573
1658388.67572974,-3562177.34839513
423925.499393875,-3948131.23309473
423234.457709835,-3947912.97385901
1853213.93683636,-3261515.58427795
423240.668868944,-3947912.53944504
1658550.17760919,-3562237.45092247
424031.939903966,-3948071.40366872
844627.624913128,-4367390.26134238
1870983.51086331,-3342636.72988592
1852269.42472214,-3261342.52103269
422288.271653812,-3947192.1808516
423513.230075574,-3948117.28298934
1845973.2426617,-3230649.03896626
1873297.81597795,-3343353.42147029
1066284.13946156,-4399789.52219167
1853479.14424774,-3261403.22172536
1850592.26760028,-3229148.6109392
1852737.2172507,-3261841.10196585
1873311.8831613,-3343351.28916253
1871140.33752126,-3342589.08311844
432372.715142135,-3947528.21582043
432404.07916091,-3947539.69921494
1871027.35011267,-3342422.82769629
1871076.55922853,-3342461.61065452
429258.352011164,-3937133.86418434
1852111.53073574,-3261781.56607709
1852111.96609798,-3261781.30042508
1066261.86982272,-4399814.47642012
429307.317286896,-3937180.20048106
1066272.18427746,-4399819.07844821
1855577.61402206,-3256759.01894946
422098.318161255,-3946239.18430143
1852590.71637385,-3261851.70416082
1852110.37970775,-3261030.8775834
1881481.45177545,-3326293.38494002
1870952.10198264,-3342354.62494277
1871147.92988108,-3342599.57046413
1852237.20866369,-3261396.39410812
428665.81264777,-3936930.88940925
1066283.05918756,-4399790.65498352
1066284.83962638,-4399827.73335399
1658534.77043703,-3562219.44862561
421973.40982797,-3946332.67027938
1870948.41472802,-3342351.83590414
411922.937151481,-3938663.47100561
1852684.60170431,-3261774.04026846
1870696.69968071,-3260953.89345378
1873304.61121219,-3343345.06052602
1867595.25923155,-3263751.78308964
1852264.73889959,-3261174.273649
1852207.11000133,-3260938.47492493
1851877.30786673,-3261040.88386428
1853625.1702079,-3261433.85871557
1852041.80395112,-3261832.91827548
1851771.30903834,-3261686.83775018
1852030.01607231,-3261016.82587474
428753.497305916,-3936949.11786614
1066249.27615056,-4399777.02327045
1852157.84506199,-3260976.67702262
428372.986464387,-3936877.30762347
1066247.88002798,-4399791.40236063
422098.318161255,-3946239.18430143
1873301.43787875,-3343333.9294742
1853589.27893599,-3261352.96265197
979241.03481481,-4359960.2474481
1851965.82665716,-3260475.74849247
429269.791954608,-3937217.86838305
1506424.32604497,-3628312.74991489
1852104.74381033,-3261677.44124627
1852547.84899747,-3261141.02992644
1852256.29158595,-3261356.12657962
1832543.11840707,-3276570.82424479
1851990.93361213,-3260989.04073224
428432.259296555,-3936921.258226
1886083.95006427,-3360446.68774204
1871317.5751018,-3264461.73325876
1871314.76752534,-3264463.29324775
1872115.0711461,-3258528.53980879
1871319.2103849,-3264462.65033743
1871321.01512505,-3264459.27415156
1847255.29238044,-3242279.80504135
1857607.75550665,-3260351.59444648
1868933.22558695,-3272805.94448269
1870186.91329146,-3257591.90646559
1869875.50909559,-3269375.21601536
1869875.50909559,-3269375.21601536
1871317.92736053,-3264462.00917045
1871191.02772811,-3258028.81424819
1875892.55374512,-3326254.40085117
1845157.7279178,-3230003.08756865
419589.500909512,-3948538.95909625
1841883.08299124,-3242871.79668393
1847994.81815167,-3163921.29749606
419589.346701311,-3948543.16091838
679516.248519176,-4322268.5922597
1848990.64723661,-3293906.40378472
1856897.26778077,-3168291.77984239
1557092.42156846,-3941393.92923026
1871093.98908868,-3342602.59927524
423348.08102001,-3934711.63276474
1871106.2627029,-3342605.06087626
1540125.96756431,-3977719.4248579
1540133.41028785,-3977706.04901035
1524230.46103295,-3969827.30505047
1557070.01445573,-3941409.37243037
1700145.17081122,-3700060.73517093
1557080.95858342,-3941294.22257172
1881745.07244726,-3368958.39812368
1821105.51887016,-3277669.85776521
1848265.28909466,-3248309.64671571
422648.504831927,-3944603.86393942
1524127.77123756,-3969410.04992216
1823341.37180504,-3471976.43618094
1561215.06019983,-3815665.70510156
1823292.71062788,-3472667.37871588
1576506.72219586,-3844944.36190687
1505549.08438818,-3988447.81414357
1824631.41387187,-3471116.77170807
1824948.03149792,-3472483.26597645
1824503.25881936,-3471846.30791728
1823356.17194724,-3471974.15702017
1823352.1799007,-3471972.99155272
1524120.05179556,-3969405.56420201
1824509.48140092,-3471862.6703171
1824505.39644327,-3471867.80907653
1823409.48718201,-3472508.33161472
1823717.17222588,-3471513.61998786
1823257.75722803,-3471126.90099325
1524121.93025611,-3969409.49271922
1799149.10573166,-3489520.93441295
1823347.45824095,-3471985.46048271
1823296.64627671,-3471097.15910378
1524119.97166012,-3969414.46899271
1823717.26699614,-3471513.63449968
1824392.27179548,-3472015.54521516
1824497.51636524,-3471868.5973003
1824501.08286108,-3471858.61226218
1823127.04778104,-3471561.95079772
1823221.56567216,-3471121.91501982
1823509.90865532,-3472076.0705509
1824413.69481898,-3472004.85902988
1524133.28963253,-3969478.7676306
1823717.25041014,-3471513.74281553
1823349.38191876,-3471972.89574464
1823717.56549572,-3471516.11903127
1799732.64441901,-3486703.78579661
1524099.23356784,-3969404.34407064
1824489.95635609,-3471866.66313803
1824497.24644266,-3471866.56052356
1824409.63934404,-3472201.00916029
1823346.67861095,-3471959.51175563
1823579.16158925,-3472051.97655625
1823345.6717581,-3471965.45466527
1799149.10573166,-3489520.93441295
1823845.19701351,-3471901.26654718
1823717.34518039,-3471513.75732735
1823157.47005317,-3471680.01248877
1823846.206277,-3471901.64282025
1605303.10154529,-3412489.21027432
1824495.83415183,-3471869.4481612
1823320.38551264,-3471948.16981937
1824509.29186595,-3471862.64128086
1823356.20995105,-3471991.0128998
1823692.74748972,-3471517.30726821
1823516.03055834,-3472073.46052354
1823717.28358215,-3471513.52618382
1823340.89323856,-3471977.02804594
1824945.87973222,-3472487.81399698
1823243.88692061,-3471910.6289248
1824493.67367313,-3471866.45661684
1824530.9224941,-3471838.57337474
1804132.66893775,-3495493.25991837
1823260.21174657,-3471124.17280875
1824421.74829413,-3472142.22528028
1524109.1834297,-3969387.28470545
1824523.70761512,-3471788.80186471
1823460.51674096,-3472062.30002815
1823157.80410386,-3471679.73106047
1799165.06396835,-3489470.47570386
1824502.93838422,-3471853.46453043
1824523.72678352,-3471843.12470883
1824500.8568255,-3471870.21761701
1823717.51338912,-3471514.55907381
1524112.8773343,-3969388.00092537
1825554.80561157,-3469716.36267016
1823717.20539789,-3471513.40335614
1824496.30798898,-3471869.52075128
1813137.97788765,-3274319.18517796
1821171.24216243,-3265476.2525503
1886072.71866227,-3360418.32539488
1871072.89405956,-3342526.85679627
1871071.47546878,-3342528.40913597
1767406.72122671,-3662827.56943185
1773756.9631373,-3684326.46612936
1774593.98504109,-3683854.74096028
1557204.56819156,-3941330.20881253
1539105.76379292,-3943254.52498527
1548835.61613244,-3933324.44803682
1790815.73874978,-3580624.2109554
1533854.0361392,-3878772.44969568
1858448.21788705,-3401737.49609515
1775270.1128855,-3681725.16209675
1774335.37825192,-3684390.0849235
1774335.37825192,-3684390.0849235
1533847.24937728,-3878761.86781549
1775113.78290592,-3683284.49224265
1474007.23073046,-3970566.06306923
1534139.16649317,-3878830.60732062
1539138.65823105,-3943260.73352868
1772394.48721474,-3684544.75268798
1773611.82241984,-3685158.65412203
1719628.20059754,-3727982.22555146
1775430.67341119,-3683384.46318784
1775514.62541941,-3683318.21779702
1557085.76920988,-3941366.50973834
1775254.77467521,-3682871.84961858
1775263.90113743,-3682722.59390562
1775438.28891785,-3683387.61868699
1557070.08741482,-3941390.44375066
1775043.87621994,-3681988.44613597
1775064.8796696,-3683338.17251101
1772476.05421691,-3684575.10946511
1672643.34498339,-3809453.98209062
1775066.44002649,-3682000.42351078
1539846.00853449,-3944250.20010222
1851799.42254055,-3219557.67466101
1352137.1188448,-2269374.4551083
408742.525962722,-3964664.02452915
153324.115414884,-3921220.79649944
1865321.87993116,-3294629.56089307
1878938.13117202,-3329994.48391243
1643991.03884911,-3797849.70929942
1719646.22653721,-3727885.11048726
1722648.76128167,-3728972.80556675
1791201.03244023,-3597926.37615808
1790874.84942128,-3597760.49514776
1791262.7235586,-3597317.95032571
1791160.10957162,-3597439.51852052
425870.594276658,-3947046.58137668
432861.820601905,-3948755.18132319
426292.806044567,-3947354.61882013
1672593.88915873,-3809453.39553636
1539127.39737063,-3943231.48195457
1719531.41098332,-3727710.9509814
1871095.78019514,-3342608.75010993
1861403.5156888,-3343761.1700438
1881188.4092171,-3341770.04136677
1882204.74831512,-3341393.54003378
1882117.6435768,-3343182.33666882
1849426.45446353,-3350299.69561666
1678265.3036572,-3762976.37733865
1679393.82163743,-3763977.93184799
1787217.91504856,-3330336.41388461
1675266.12124379,-3761669.11068548
1864565.2777201,-3420715.54153056
1681540.074014,-3762213.09376436
1864195.27686114,-3419243.24201808
1819984.65376655,-3437791.1339957
1864993.36524298,-3422417.66100557
1677421.64874543,-3762242.23321323
1678223.0635793,-3762972.16508841
1809483.49061121,-3564168.96507282
1819991.22958276,-3437781.16525759
1887699.89266756,-3350983.30515059
1676521.51324709,-3763865.57035217
1677632.57004814,-3764463.92688674
1787683.74183624,-3329838.80108563
1887759.04958342,-3350475.01617906
1801899.73754809,-3565918.45266627
1679071.58890404,-3763385.92333491
1887699.89266756,-3350983.30515059
429061.804754025,-3950846.44597858
430302.275352739,-3947315.47065158
1863769.92256554,-3406636.68663475
1823746.19325438,-3471517.28791673
1781592.93458508,-3436233.58914913
1666641.33297641,-3560266.87582422
1869409.57142403,-3384024.14234378
1852991.85788176,-3404810.42318115
1852305.72130327,-3419788.42323168
1666638.20477767,-3560268.65033487
1755135.09812169,-3668815.83632342
1856724.34083094,-3404520.35282006
1768071.48055236,-3646787.09996111
1764746.1997758,-3696767.43182832
1860821.06882046,-3413077.42685334
1879570.15892416,-3385881.9950468
1879011.32114361,-3396822.29162847
1853902.06542803,-3403477.27510511
1858403.1071481,-3423261.26263357
1767357.94232396,-3105027.26796532
1857635.19881215,-3403066.60764869
1855495.34069984,-3402353.14443671
1878399.70004316,-3379882.3617507
1821598.11426354,-3421245.62824274
1821668.62091781,-3421292.26686981
1867874.70333595,-3401838.38829017
1821676.10188382,-3421261.05211351
1859065.70027095,-3387085.91832463
1871467.47285826,-3375562.25812385
1626502.79608421,-3818302.91196718
878642.411175831,-4266131.95909343
878642.411175831,-4266131.95909343
1700174.2440861,-3700087.2847733
1756307.77712038,-3669012.94356707
1738445.53129753,-3712932.02338162
1647696.06443255,-3786976.58189012
1746770.34063199,-3252550.72109017
432000.817150485,-3976018.25810852
917565.715510604,-4207818.55459323
427155.883162442,-3986670.2097681
1476006.85019494,-3898612.01068533
1474520.26037678,-3896615.75813065
1478416.41732212,-3898762.27889196
1474600.89357092,-3897795.654442
1475894.41331715,-3898463.53839692
1479088.06574967,-3899583.63649003
1475160.36808274,-3898281.35302702
1475360.74312083,-3899180.39537084
1873953.20364767,-3311510.23982083
1475128.57021988,-3898297.51001829
1475117.30974744,-3898279.603126
1474543.88623424,-3896868.02305247
1523971.32650314,-3895705.29864028
1475382.50228746,-3898806.48686818
1475759.88070779,-3898869.99678255
1479143.37792259,-3899545.04823375
1540182.27867419,-3871065.96845353
1545706.40548579,-3937533.91440421
1475161.60465251,-3898254.37451757
1475920.86058817,-3898499.85877741
1475105.95373977,-3898913.87466817
1750098.13672857,-3460153.4057857
1478327.87331874,-3898800.70684908
1479289.58213844,-3899326.52883739
1475760.00474813,-3897943.21982929
1476010.45837584,-3898685.10141449
1843177.3083078,-3235761.65354311
1669582.7106409,-3808678.91969966
1669618.38005658,-3808688.403029
1671695.30050558,-3809827.58445597
1678223.32520851,-3762972.31400828
1678264.77850486,-3762976.74599685
1669589.43051447,-3808837.58877512
1677337.45369092,-3810077.39742393
1677854.74312658,-3811522.14243193
1670080.38947414,-3808702.24119841
1672696.52613239,-3809979.61182464
1674585.9900851,-3810718.13964051
1675811.7623453,-3810625.33427976
1677422.17389154,-3762241.8645207
1677728.81743899,-3811178.32013262
1675712.18884338,-3810626.15093568
1668335.54983879,-3807755.73422243
1672703.52329277,-3810091.17474566
1681540.0425079,-3762213.31146681
1672691.00678868,-3810002.83721174
1677369.15336987,-3811008.49599912
1677139.58219823,-3809894.33827424
1656895.72487168,-3812641.47507859
1674418.42322015,-3810632.16131503
1669763.02598118,-3808688.586731
1677835.9135213,-3811546.3288479
1677095.26487437,-3809856.3277563
1677207.65267323,-3809994.18419733
1670837.09500448,-3810005.9217834
1675265.78108017,-3761669.50613493
1674462.8297251,-3810696.20051224
1677769.93489558,-3811204.6368907
1669829.35311323,-3808681.69740395
1670063.01431088,-3808736.65652364
1679071.23484536,-3763385.76103465
1669728.42161673,-3808691.26758755
1675600.5765018,-3808594.88548009
1677319.52838334,-3810063.56544191
1676203.56254895,-3809083.37752245
1677632.72537085,-3764463.50479265
1676521.20631044,-3763865.08154323
1671540.96237345,-3810066.98323619
1677834.88273913,-3811226.73488503
1670838.37527637,-3810004.21596319
1670718.8882006,-3810147.56028256
1679393.75869255,-3763978.36727734
1672637.89570963,-3809466.31810037
1675695.83862424,-3810692.9639711
1675649.74204048,-3808504.02035579
1674488.96157277,-3810696.20067935
1677249.63080218,-3810021.73492203
1674617.14399244,-3810737.99716067
1833162.24704976,-3257959.39164975
1763169.23719454,-3250886.76565474
1753054.93155162,-3257888.12757048
1869884.74366202,-3135088.28630576
1850932.08926971,-3261624.52523788
1752702.90408203,-3257801.17474795
1862951.58279285,-3357399.23802694
1761223.02429813,-3380307.19207311
1862853.98281795,-3357428.43709349
1761266.29797906,-3380171.85949366
1862779.59113267,-3357427.99204707
1080985.1986909,-4382981.46883872
1060645.27358372,-4198446.29696018
1081114.27782829,-4383106.61495444
1081133.03210747,-4380038.49450106
802717.276472646,-4372556.94950154
1073314.69336108,-4389326.80043636
1064339.35101415,-4196047.84775668
1099807.36543455,-4400655.19759726
1075415.61537777,-4391950.59338347
1092099.80061917,-4381582.82831223
1081405.22160269,-4383562.56654658
993556.269549212,-4332921.38674037
1082116.18160411,-4384059.85523425
900605.18126478,-4237386.39009497
1085723.73519973,-4384302.96186941
885883.706217382,-4316032.00250019
844622.311318374,-4367383.67915302
1066278.02462237,-4399778.91447793
1029483.90267784,-4242386.30122258
979235.392180623,-4359953.11993781
736268.7075595,-4333145.9641104
1091421.6550491,-4389658.72546707
1267348.03174399,-4267833.98032721
1082426.94345541,-4383595.6021191
1135633.93530166,-4358037.09341332
1101360.52422284,-4400304.43364703
1852128.51122089,-3261296.51569514
151791.850208289,-3933613.98509312
1852276.73343154,-3261494.89239765
1027246.29586674,-4392417.01922168
1066261.86982272,-4399814.47642012
1851986.65178346,-3260496.42528457
1851162.74165389,-3261773.69041032
1850995.19938076,-3261277.84639265
1852292.1024583,-3261527.35926814
1849947.86392469,-3260180.65978572
1859381.46224037,-3227159.53906694
422118.481279166,-3948000.59886155
438067.720795135,-3935114.96458334
1858747.20767213,-3226718.18206382
1849943.5860472,-3260204.8091353
1858574.48283973,-3226692.32309581
1858714.35898777,-3226729.10264918
1816406.80302318,-3162580.50280325
1858928.1478784,-3226846.94266569
1858953.7705966,-3226881.97431454
423756.751332835,-3948060.64735047
1214473.7467747,-4329403.28044113
835053.140304934,-4394616.91650732
1855326.33606843,-3258004.81298121
1853551.41264263,-3261455.35446026
1858511.03285089,-3226856.12141312
1853093.5732559,-3261460.41842131
423182.993452875,-3949177.75305372
1066280.35343378,-4399818.52144548
422127.018108549,-3947969.24744563
1852262.26732957,-3261488.80608352
1872516.360632,-3259525.94342199
1852156.41132877,-3261768.16156109
1066260.1109416,-4399777.17513556
1850776.27490392,-3261541.04895824
1850831.59435667,-3261594.340783
1851338.27455173,-3261515.49188135
1851300.71718906,-3261563.01453126
1140150.883293,-4147387.28427151
1852275.35400726,-3261259.16325277
1066264.30456328,-4399776.6821829
1212085.07218478,-4330998.47437055
1212058.92516451,-4331048.63224582
1855312.11574317,-3257264.17717039
1833881.88514356,-3259787.66074655
1871133.50894559,-3342568.63159031
1212070.03442162,-4331021.98972658
1853972.31245928,-3257569.57433519
428829.277470973,-3936939.44862818
1852252.31787403,-3261468.01886765
1852111.77895686,-3261772.19213718
1212124.05583174,-4330967.58715115
1212246.30821245,-4330237.63448104
1871077.64862161,-3342457.12632658
1852691.42394136,-3261777.18700648
1852305.46410337,-3261877.75206799
1869426.43091255,-3259089.12382189
1873299.03033475,-3343331.1171259
1871082.84666628,-3342460.92582711
1871132.27531468,-3342568.99385905
1855666.09186969,-3257353.11949463
1871146.35535869,-3342596.4449122
1211683.11103008,-4331047.97319605
1212112.05378121,-4330975.59509533
1878746.5938107,-3344957.22844638
1854078.44937857,-3257505.6377917
1852584.44633541,-3260475.39017772
1871099.13248293,-3342594.7561885
1871136.51945801,-3342605.44226678
1871134.43634462,-3342572.76457101
1851059.47475751,-3261410.79042034
1852117.57917152,-3261769.75668485
1871138.8776373,-3342581.43253991
427118.519854421,-3932817.06964397
1851361.35339245,-3261496.20752546
1214012.52435197,-4329031.3230349
1871169.01865347,-3342661.46206766
1833145.05410037,-3258238.19440208
1848501.10955615,-3216305.13309392
1563561.99702136,-3939815.66999401
1754364.74400227,-3687502.11699907
1559350.60268122,-3939186.91787353
1885916.26510551,-3361086.93485552
1886725.08259219,-3359616.39927253
1874158.80914257,-3262352.21339191
1874165.94235959,-3262356.528484
1868876.66184545,-3272725.66600585
1871282.72858708,-3264415.70470828
1874076.23405333,-3271639.15938255
1868905.0428399,-3272751.42225797
1874168.9721677,-3262352.89900372
1871320.97646622,-3264457.60685984
1874176.6544677,-3262356.85598615
1871317.82426938,-3264457.56305922
1871318.27961925,-3264462.28508214
419602.41081304,-3948527.25335094
676650.099297352,-4295260.98371877
422535.990790829,-3931280.12711638
1843933.46488524,-3239184.55269789
426706.28014067,-3958061.96017887
1027269.30612794,-4392434.12794266
425296.140134861,-3958926.83771505
1858833.26741696,-3230767.50996327
1853803.62664238,-3261137.60030181
1824528.58023476,-3471770.92437628
1824625.79703901,-3471292.72720908
1799171.15127272,-3488135.83441963
1824625.47953549,-3471292.90028066
1824489.95635609,-3471866.66313803
1824489.64108181,-3471868.72112175
1824628.9029767,-3471265.48891245
1823776.0290231,-3471670.18169458
1823249.25103514,-3471930.07384508
1824491.39925418,-3471866.10818514
1824360.41549418,-3472050.01943886
1824496.82238572,-3471866.16298869
1824431.11914603,-3471958.86206293
1824926.16642159,-3472731.00944271
1823256.80648355,-3471941.54008947
1804022.76818187,-3495519.92433611
1823718.20280964,-3471517.65774384
1823433.29288954,-3472046.27019272
1824939.14828841,-3472493.76652643
1823255.2231256,-3471892.9647046
1804022.76818187,-3495519.92433611
1799161.17641229,-3488146.73993136
1824425.80893502,-3471969.46685267
1824532.96388201,-3471735.34573628
1824495.02696163,-3471860.78851593
1823528.60607604,-3472066.07414856
1799147.83330807,-3488153.03471092
1824505.10697828,-3471872.8641529
1824643.8078069,-3471119.44643445
1871081.75108668,-3342457.87472813
880234.502076861,-4352590.32257634
1066275.42033442,-4399785.75015897
1873346.08832932,-3343351.51506817
1841992.59618376,-3214660.7415894
1852803.13185418,-3296456.51153058
840129.86852268,-4397227.84419966
422807.614599916,-3945299.05313183
422823.765719036,-3945305.85033279
1871135.02341423,-3342608.75537975
1870940.39286326,-3308768.67319728
1871159.74234536,-3342610.04892971
1807841.81368431,-3262261.46873815
1054332.6213663,-4397227.32681354
1658534.77043703,-3562219.44862561
847359.328279378,-4390152.4823611
1797261.87350232,-3305482.11593427
1819221.0353093,-3265051.9990717
1873326.1424777,-3343340.98723254
423445.743435469,-3947363.97710673
436142.974899902,-3914121.91962515
1871120.27082984,-3342606.46246202
1871084.95216969,-3342603.2999633
427975.829002086,-3942992.70698043
427550.963319908,-3942905.85291964
1672606.87941917,-3809641.22901681
1638822.91250117,-3796284.40953447
1774592.13679169,-3680836.35753257
1717760.40352779,-3728791.15822182
1559108.75368531,-3939243.97241679
1773705.94288576,-3682385.74534798
1525352.36505469,-3414858.85335061
1533771.42953059,-3878751.3127771
1850880.64745723,-3428235.111108
1775416.55970886,-3683433.53507822
1851375.12580834,-3428152.73472551
1852088.85351876,-3427201.60896415
1850881.29649773,-3428235.32245425
1533769.52932812,-3878717.35721052
1775161.89595448,-3683305.67977097
1559420.56642919,-3939193.44497469
1544249.30571902,-3940525.36848963
1790469.79948324,-3580252.62512522
1774986.59540198,-3684740.73918509
1545494.79877106,-3937896.51188723
1557750.75785412,-3934004.37889849
1533812.00995926,-3878762.062838
1774111.02818781,-3684978.40249832
1834166.12514076,-3251650.71659233
1783307.13266856,-3546821.19188512
1781805.35388587,-3547472.0563229
1783722.36524297,-3546966.60889995
1783472.96694919,-3546757.35416546
1781526.51426504,-3544778.73736528
1783043.57790792,-3547439.64891268
1768788.16345961,-3646325.32963611
1783109.12856147,-3546931.08582375
1748288.11840548,-3687731.98143199
1768472.21946757,-3646701.93424456
1748317.70569845,-3687748.51149211
1781785.44950926,-3547444.99517721
1783728.41624544,-3546979.497771
1782024.37570771,-3547506.36670587
1783243.71644172,-3547282.94501385
1783342.44561295,-3547225.96159551
1781981.69230247,-3547457.90994403
1781529.43407042,-3544779.1768246
1783311.95448955,-3547242.32624432
1726841.50780457,-3758677.64057359
1811741.45839897,-3244696.82691893
1045675.94996517,-4190617.53341495
1879783.04154558,-3344837.91557799
1672629.66648348,-3809495.93588059
1533779.78835381,-3878747.31084477
1803983.05690928,-3568205.91227336
1612880.22597419,-3466552.53879727
1829560.8311506,-3377341.38362054
1533869.31365343,-3878790.61507608
1829585.21921258,-3377330.14625033
1537844.81318175,-3949450.49267779
1823721.05292502,-3471698.56728073
1539396.25475598,-3943361.34277303
1824264.92028688,-3472163.0983789
1714570.49683487,-3182688.95705403
1885875.42284888,-3361094.27045876
1865117.58618935,-3422455.54725213
1771648.73168789,-3571394.63013381
1809307.69051417,-3561981.64024086
1864693.19523679,-3420722.95662555
1810529.5784088,-3559589.43185956
1802720.74641716,-3568735.93405127
1864563.34700008,-3419545.26604378
1810538.50908851,-3559614.09832787
1859426.27973106,-3260949.79729709
